GO	Genes
GO:0006605	Glyma.02G258900
GO:0004425	Glyma.02G259000
GO:0055114	Glyma.02G259300
GO:0020037	Glyma.02G259300
GO:0006979	Glyma.02G259300
GO:0004601	Glyma.02G259300
GO:0016020	Glyma.02G259400
GO:0006810	Glyma.02G259400
GO:0005215	Glyma.02G259400
GO:0055114	Glyma.02G259500
GO:0020037	Glyma.02G259500
GO:0006979	Glyma.02G259500
GO:0004601	Glyma.02G259500
GO:0003333	Glyma.02G260100
GO:0003333	Glyma.02G260300
GO:0006886	Glyma.02G260400
GO:0046872	Glyma.02G260700
GO:0030001	Glyma.02G260700
GO:0007049	Glyma.02G261200
GO:0005515	Glyma.02G261400
GO:0006468	Glyma.02G261400
GO:0004672	Glyma.02G261400
GO:0035091	Glyma.02G261500
GO:0055114	Glyma.02G261600
GO:0016491	Glyma.02G261600
GO:0005507	Glyma.02G261600
GO:0006355	Glyma.02G261700
GO:0003700	Glyma.02G261700
GO:0005524	Glyma.02G261800
GO:0033925	Glyma.02G262200
GO:0005737	Glyma.02G262200
GO:0033925	Glyma.02G262251
GO:0005737	Glyma.02G262251
GO:0033925	Glyma.02G262300
GO:0005737	Glyma.02G262300
GO:0008199	Glyma.02G262500
GO:0006879	Glyma.02G262500
GO:0006826	Glyma.02G262500
GO:0004857	Glyma.02G262600
GO:0004857	Glyma.02G262700
GO:0004857	Glyma.02G262800
GO:0004857	Glyma.02G262900
GO:0004857	Glyma.02G263000
GO:0004857	Glyma.02G263100
GO:0003723	Glyma.02G263200
GO:0006412	Glyma.02G263200
GO:0005840	Glyma.02G263200
GO:0005622	Glyma.02G263200
GO:0003735	Glyma.02G263200
GO:0008168	Glyma.02G263500
GO:0000228	Glyma.02G263700
GO:0005515	Glyma.02G263700
GO:0045454	Glyma.02G263800
GO:0015035	Glyma.02G263800
GO:0009055	Glyma.02G263800
GO:0005515	Glyma.02G263900
GO:0006468	Glyma.02G263900
GO:0004672	Glyma.02G263900
GO:0019867	Glyma.02G264000
GO:0016788	Glyma.02G264100
GO:0016567	Glyma.02G264200
GO:0004842	Glyma.02G264200
GO:0005515	Glyma.02G264200
GO:0006508	Glyma.02G264400
GO:0004190	Glyma.02G264400
GO:0016747	Glyma.02G264600
GO:0006355	Glyma.02G264700
GO:0003700	Glyma.02G264700
GO:0008270	Glyma.02G264800
GO:0005515	Glyma.02G264800
GO:0005515	Glyma.02G266000
GO:0008289	Glyma.02G266150
GO:0008138	Glyma.02G266300
GO:0006470	Glyma.02G266300
GO:0016747	Glyma.02G266400
GO:0016020	Glyma.02G266400
GO:0006633	Glyma.02G266400
GO:0016788	Glyma.02G266600
GO:0016788	Glyma.02G266700
GO:0007067	Glyma.02G266800
GO:0005634	Glyma.02G266800
GO:0000775	Glyma.02G266800
GO:0045454	Glyma.02G266900
GO:0006629	Glyma.02G267100
GO:0006355	Glyma.02G267400
GO:0003700	Glyma.02G267400
GO:0046872	Glyma.02G267500
GO:0046872	Glyma.02G267800
GO:0005515	Glyma.02G267800
GO:0055114	Glyma.02G268000
GO:0016491	Glyma.02G268000
GO:0055114	Glyma.02G268200
GO:0016491	Glyma.02G268200
GO:0055114	Glyma.02G268400
GO:0016491	Glyma.02G268400
GO:0007165	Glyma.02G268900
GO:0005515	Glyma.02G268900
GO:0043531	Glyma.02G268900
GO:0005975	Glyma.02G269000
GO:0004553	Glyma.02G269000
GO:0005515	Glyma.02G269200
GO:0006468	Glyma.02G269200
GO:0005524	Glyma.02G269200
GO:0004672	Glyma.02G269200
GO:0055085	Glyma.02G269300
GO:0016020	Glyma.02G269300
GO:0006810	Glyma.02G269300
GO:0005215	Glyma.02G269300
GO:0005975	Glyma.02G269400
GO:0004553	Glyma.02G269400
GO:0006468	Glyma.02G269600
GO:0005524	Glyma.02G269600
GO:0004672	Glyma.02G269600
GO:0016020	Glyma.02G269700
GO:0006810	Glyma.02G269700
GO:0005215	Glyma.02G269700
GO:0003677	Glyma.02G269900
GO:0006355	Glyma.02G269900
GO:0005634	Glyma.02G269900
GO:0005515	Glyma.02G270000
GO:0008601	Glyma.02G270300
GO:0007165	Glyma.02G270300
GO:0000159	Glyma.02G270300
GO:0006468	Glyma.02G270700
GO:0004672	Glyma.02G270700
GO:0006468	Glyma.02G270800
GO:0004672	Glyma.02G270800
GO:0006511	Glyma.02G271100
GO:0005515	Glyma.02G271200
GO:0016020	Glyma.02G271300
GO:0005515	Glyma.02G271500
GO:0006468	Glyma.02G271700
GO:0005524	Glyma.02G271700
GO:0004672	Glyma.02G271700
GO:0032040	Glyma.02G271800
GO:0005524	Glyma.02G271900
GO:0051276	Glyma.02G271900
GO:0005694	Glyma.02G271900
GO:0005515	Glyma.02G271900
GO:0008280	Glyma.02G271900
GO:0007064	Glyma.02G271900
GO:0006281	Glyma.02G271900
GO:0003682	Glyma.02G271900
GO:0019843	Glyma.02G272000
GO:0006412	Glyma.02G272000
GO:0005840	Glyma.02G272000
GO:0005622	Glyma.02G272000
GO:0003735	Glyma.02G272000
GO:0005975	Glyma.02G272100
GO:0004553	Glyma.02G272100
GO:0051536	Glyma.02G272200
GO:0009055	Glyma.02G272200
GO:0055114	Glyma.02G272200
GO:0046872	Glyma.02G272200
GO:0016491	Glyma.02G272200
GO:0055114	Glyma.02G272301
GO:0016491	Glyma.02G272301
GO:0051536	Glyma.02G272400
GO:0009055	Glyma.02G272400
GO:0055114	Glyma.02G272400
GO:0046872	Glyma.02G272400
GO:0016491	Glyma.02G272400
GO:0032324	Glyma.02G272700
GO:0005515	Glyma.02G272800
GO:0055114	Glyma.02G273100
GO:0050662	Glyma.02G273100
GO:0015936	Glyma.02G273100
GO:0004420	Glyma.02G273100
GO:0005524	Glyma.02G273200
GO:0051082	Glyma.02G273200
GO:0006457	Glyma.02G273200
GO:0016627	Glyma.02G273300
GO:0016021	Glyma.02G273300
GO:0006629	Glyma.02G273300
GO:0005737	Glyma.02G273300
GO:0016758	Glyma.02G273400
GO:0008152	Glyma.02G273400
GO:0008270	Glyma.02G273500
GO:0006355	Glyma.02G273500
GO:0005515	Glyma.02G273700
GO:0071949	Glyma.02G273800
GO:0016788	Glyma.02G273900
GO:0055114	Glyma.02G274000
GO:0016491	Glyma.02G274000
GO:0008270	Glyma.02G274000
GO:0055114	Glyma.02G274100
GO:0016491	Glyma.02G274100
GO:0008270	Glyma.02G274100
GO:0005515	Glyma.02G274500
GO:0006468	Glyma.02G274500
GO:0005524	Glyma.02G274500
GO:0004672	Glyma.02G274500
GO:0015031	Glyma.02G274700
GO:0008565	Glyma.02G274700
GO:0055114	Glyma.02G274750
GO:0016491	Glyma.02G274750
GO:0005507	Glyma.02G274750
GO:0005515	Glyma.02G274800
GO:0005515	Glyma.02G274900
GO:0003676	Glyma.02G274900
GO:0009055	Glyma.02G275100
GO:0009055	Glyma.02G275200
GO:0003676	Glyma.02G275400
GO:0005515	Glyma.02G275500
GO:0043562	Glyma.02G275500
GO:0009744	Glyma.02G275500
GO:0007165	Glyma.02G275900
GO:0006468	Glyma.02G275900
GO:0004672	Glyma.02G275900
GO:0006468	Glyma.02G275950
GO:0005524	Glyma.02G275950
GO:0004672	Glyma.02G275950
GO:0006468	Glyma.02G276000
GO:0005524	Glyma.02G276000
GO:0004672	Glyma.02G276000
GO:0016151	Glyma.02G276400
GO:0006807	Glyma.02G276400
GO:0006414	Glyma.02G276600
GO:0005853	Glyma.02G276600
GO:0003746	Glyma.02G276600
GO:0008270	Glyma.02G276700
GO:0005515	Glyma.02G276700
GO:0009058	Glyma.02G276900
GO:0003824	Glyma.02G276900
GO:0006352	Glyma.02G277500
GO:0005634	Glyma.02G277600
GO:0009055	Glyma.02G277700
GO:0003824	Glyma.02G277900
GO:0005515	Glyma.02G278300
GO:0043565	Glyma.02G278400
GO:0006355	Glyma.02G278400
GO:0005634	Glyma.02G278400
GO:0003700	Glyma.02G278400
GO:0016787	Glyma.02G278600
GO:0003676	Glyma.02G278800
GO:0006468	Glyma.02G278900
GO:0004672	Glyma.02G278900
GO:0016192	Glyma.02G279100
GO:0016021	Glyma.02G279100
GO:0007165	Glyma.02G279300
GO:0016192	Glyma.02G279400
GO:0005515	Glyma.02G279900
GO:0003677	Glyma.02G280300
GO:0046872	Glyma.02G280400
GO:0005525	Glyma.02G280500
GO:0000266	Glyma.02G280700
GO:0016021	Glyma.02G280800
GO:0015693	Glyma.02G280800
GO:0015095	Glyma.02G280800
GO:0016787	Glyma.02G281000
GO:0005524	Glyma.02G281000
GO:0003677	Glyma.02G281000
GO:0005515	Glyma.02G281100
GO:0006468	Glyma.02G281100
GO:0004672	Glyma.02G281100
GO:0005524	Glyma.02G281200
GO:0003676	Glyma.02G281200
GO:0005975	Glyma.02G281600
GO:0004650	Glyma.02G281600
GO:0006355	Glyma.02G281700
GO:0005634	Glyma.02G281700
GO:0003677	Glyma.02G281700
GO:0009725	Glyma.02G281700
GO:0046983	Glyma.02G282100
GO:0019898	Glyma.02G282500
GO:0015979	Glyma.02G282500
GO:0009654	Glyma.02G282500
GO:0009523	Glyma.02G282500
GO:0005509	Glyma.02G282500
GO:0005515	Glyma.02G282600
GO:0005524	Glyma.02G282700
GO:0003676	Glyma.02G282700
GO:0004386	Glyma.02G282700
GO:0016021	Glyma.02G283000
GO:0005515	Glyma.02G283300
GO:0016740	Glyma.02G283400
GO:0009058	Glyma.02G283400
GO:0016747	Glyma.02G283500
GO:0005515	Glyma.02G283900
GO:0007165	Glyma.02G284100
GO:0005515	Glyma.02G284100
GO:0043531	Glyma.02G284100
GO:0007165	Glyma.02G284200
GO:0005515	Glyma.02G284200
GO:0043531	Glyma.02G284200
GO:0006355	Glyma.02G284300
GO:0003677	Glyma.02G284300
GO:0055114	Glyma.02G284600
GO:0016701	Glyma.02G284600
GO:0009072	Glyma.02G284600
GO:0003868	Glyma.02G284600
GO:0006508	Glyma.02G284800
GO:0004190	Glyma.02G284800
GO:0006412	Glyma.02G284900
GO:0005840	Glyma.02G284900
GO:0003735	Glyma.02G284900
GO:0016021	Glyma.02G285000
GO:0055085	Glyma.02G285600
GO:0046873	Glyma.02G285600
GO:0030001	Glyma.02G285600
GO:0016020	Glyma.02G285600
GO:0043565	Glyma.02G285900
GO:0006355	Glyma.02G285900
GO:0003700	Glyma.02G285900
GO:0006468	Glyma.02G286000
GO:0005524	Glyma.02G286000
GO:0004672	Glyma.02G286000
GO:0030244	Glyma.02G286100
GO:0016760	Glyma.02G286100
GO:0016020	Glyma.02G286100
GO:0017119	Glyma.02G286300
GO:0006891	Glyma.02G286300
GO:0016746	Glyma.02G286500
GO:0008152	Glyma.02G286500
GO:0006269	Glyma.02G286600
GO:0003896	Glyma.02G286600
GO:0016773	Glyma.02G286800
GO:0016020	Glyma.02G286800
GO:0005524	Glyma.02G286800
GO:0048046	Glyma.02G287200
GO:0016762	Glyma.02G287200
GO:0006073	Glyma.02G287200
GO:0005618	Glyma.02G287200
GO:0005975	Glyma.02G287200
GO:0004553	Glyma.02G287200
GO:0055114	Glyma.02G287300
GO:0020037	Glyma.02G287300
GO:0016705	Glyma.02G287300
GO:0005506	Glyma.02G287300
GO:0016757	Glyma.02G287600
GO:0047262	Glyma.02G287600
GO:0046983	Glyma.02G287700
GO:0003677	Glyma.02G287700
GO:0006355	Glyma.02G287700
GO:0005634	Glyma.02G287700
GO:0003700	Glyma.02G287700
GO:0006468	Glyma.02G288300
GO:0004672	Glyma.02G288300
GO:0046912	Glyma.02G288500
GO:0005515	Glyma.02G288600
GO:0006468	Glyma.02G288600
GO:0004672	Glyma.02G288600
GO:0005515	Glyma.02G289100
GO:0007264	Glyma.02G289300
GO:0005525	Glyma.02G289300
GO:0008408	Glyma.02G289700
GO:0006139	Glyma.02G289700
GO:0003676	Glyma.02G289700
GO:0006260	Glyma.02G289700
GO:0003887	Glyma.02G289700
GO:0003677	Glyma.02G289700
GO:0006468	Glyma.02G289800
GO:0005524	Glyma.02G289800
GO:0004672	Glyma.02G289800
GO:0055114	Glyma.02G290000
GO:0020037	Glyma.02G290000
GO:0016705	Glyma.02G290000
GO:0005506	Glyma.02G290000
GO:0016787	Glyma.02G290100
GO:0007165	Glyma.02G290300
GO:0005515	Glyma.02G290300
GO:0007165	Glyma.02G290400
GO:0005515	Glyma.02G290400
GO:0016787	Glyma.02G290500
GO:0005524	Glyma.02G290500
GO:0003677	Glyma.02G290500
GO:0055114	Glyma.02G290800
GO:0008113	Glyma.02G290800
GO:0030091	Glyma.02G290800
GO:0016671	Glyma.02G290800
GO:0006979	Glyma.02G290800
GO:0008270	Glyma.02G291200
GO:0005515	Glyma.02G291200
GO:0006468	Glyma.02G291300
GO:0005524	Glyma.02G291300
GO:0004672	Glyma.02G291300
GO:0006413	Glyma.02G291500
GO:0003743	Glyma.02G291500
GO:0005515	Glyma.02G291600
GO:0048193	Glyma.02G291600
GO:0016020	Glyma.02G291600
GO:0005759	Glyma.02G291900
GO:0030983	Glyma.02G292202
GO:0006298	Glyma.02G292202
GO:0005524	Glyma.02G292202
GO:0005096	Glyma.02G292300
GO:0016746	Glyma.02G292500
GO:0008152	Glyma.02G292500
GO:0016021	Glyma.02G292600
GO:0006886	Glyma.02G292600
GO:0005783	Glyma.02G292600
GO:0080048	Glyma.02G292800
GO:0030014	Glyma.02G293100
GO:0006402	Glyma.02G293100
GO:0006396	Glyma.02G293200
GO:0003723	Glyma.02G293200
GO:0043565	Glyma.02G293400
GO:0006355	Glyma.02G293400
GO:0003700	Glyma.02G293400
GO:0016743	Glyma.02G293500
GO:0016597	Glyma.02G293500
GO:0006520	Glyma.02G293500
GO:0008641	Glyma.02G293600
GO:0005975	Glyma.02G293900
GO:0004553	Glyma.02G293900
GO:0005975	Glyma.02G294000
GO:0004553	Glyma.02G294000
GO:0006355	Glyma.02G294100
GO:0003700	Glyma.02G294100
GO:0008152	Glyma.02G294500
GO:0003824	Glyma.02G294500
GO:0006086	Glyma.02G294500
GO:0004739	Glyma.02G294500
GO:0051087	Glyma.02G294600
GO:0042803	Glyma.02G294600
GO:0006457	Glyma.02G294600
GO:0000774	Glyma.02G294600
GO:0042545	Glyma.02G294700
GO:0030599	Glyma.02G294700
GO:0005618	Glyma.02G294700
GO:0005515	Glyma.02G294800
GO:0015031	Glyma.02G294900
GO:0006457	Glyma.02G294900
GO:0008017	Glyma.02G295100
GO:0000910	Glyma.02G295100
GO:0000226	Glyma.02G295100
GO:0008168	Glyma.02G295300
GO:0005515	Glyma.02G295400
GO:0003682	Glyma.02G295400
GO:0008289	Glyma.02G295500
GO:0016787	Glyma.02G295600
GO:0003924	Glyma.02G295800
GO:0033179	Glyma.02G295900
GO:0015991	Glyma.02G295900
GO:0015078	Glyma.02G295900
GO:0005515	Glyma.02G296300
GO:0008081	Glyma.02G296400
GO:0006629	Glyma.02G296400
GO:0008889	Glyma.02G296400
GO:0046872	Glyma.02G296600
GO:0008017	Glyma.02G296800
GO:0007018	Glyma.02G296800
GO:0005524	Glyma.02G296800
GO:0003777	Glyma.02G296800
GO:0005871	Glyma.02G296800
GO:0005515	Glyma.02G296900
GO:0003676	Glyma.02G297000
GO:0005515	Glyma.02G297100
GO:0006468	Glyma.02G297100
GO:0005524	Glyma.02G297100
GO:0004672	Glyma.02G297100
GO:0006468	Glyma.02G297200
GO:0005524	Glyma.02G297200
GO:0004672	Glyma.02G297200
GO:0043565	Glyma.02G297400
GO:0006355	Glyma.02G297400
GO:0003700	Glyma.02G297400
GO:0006355	Glyma.02G297900
GO:0005739	Glyma.02G297900
GO:0003690	Glyma.02G297900
GO:0003676	Glyma.02G298000
GO:0046872	Glyma.02G298100
GO:0030001	Glyma.02G298100
GO:0016887	Glyma.02G298200
GO:0005524	Glyma.02G298200
GO:0055085	Glyma.02G298200
GO:0042626	Glyma.02G298200
GO:0016021	Glyma.02G298200
GO:0006810	Glyma.02G298200
GO:0055085	Glyma.02G298400
GO:0042626	Glyma.02G298400
GO:0016021	Glyma.02G298400
GO:0006810	Glyma.02G298400
GO:0005524	Glyma.02G298400
GO:0016887	Glyma.02G298400
GO:0016887	Glyma.02G298500
GO:0005524	Glyma.02G298500
GO:0055085	Glyma.02G298500
GO:0042626	Glyma.02G298500
GO:0016021	Glyma.02G298500
GO:0006810	Glyma.02G298500
GO:0055114	Glyma.02G298600
GO:0020037	Glyma.02G298600
GO:0016705	Glyma.02G298600
GO:0005506	Glyma.02G298600
GO:0055114	Glyma.02G298800
GO:0020037	Glyma.02G298800
GO:0016705	Glyma.02G298800
GO:0005506	Glyma.02G298800
GO:0051603	Glyma.02G299000
GO:0005839	Glyma.02G299000
GO:0004298	Glyma.02G299000
GO:0009001	Glyma.02G299100
GO:0006535	Glyma.02G299100
GO:0005737	Glyma.02G299100
GO:0042545	Glyma.02G299200
GO:0030599	Glyma.02G299200
GO:0005618	Glyma.02G299200
GO:0042545	Glyma.02G299300
GO:0030599	Glyma.02G299300
GO:0005618	Glyma.02G299300
GO:0006259	Glyma.02G299600
GO:0005694	Glyma.02G299600
GO:0005524	Glyma.02G299600
GO:0003824	Glyma.02G299600
GO:0003677	Glyma.02G299600
GO:0000737	Glyma.02G299600
GO:0016787	Glyma.02G300500
GO:0016779	Glyma.02G300600
GO:0009435	Glyma.02G300600
GO:0032259	Glyma.02G301000
GO:0008168	Glyma.02G301000
GO:0006355	Glyma.02G301000
GO:0003723	Glyma.02G301000
GO:0030244	Glyma.02G301200
GO:0016760	Glyma.02G301200
GO:0016020	Glyma.02G301200
GO:0055085	Glyma.02G301800
GO:0016887	Glyma.02G302200
GO:0005524	Glyma.02G302200
GO:0016020	Glyma.02G302200
GO:0008270	Glyma.02G302400
GO:0005515	Glyma.02G302400
GO:0051082	Glyma.02G302500
GO:0006950	Glyma.02G302500
GO:0006457	Glyma.02G302500
GO:0005524	Glyma.02G302500
GO:0006468	Glyma.02G302600
GO:0005524	Glyma.02G302600
GO:0004672	Glyma.02G302600
GO:0005515	Glyma.02G302600
GO:0006282	Glyma.02G302700
GO:0005515	Glyma.02G302800
GO:0008017	Glyma.02G302800
GO:0007018	Glyma.02G302800
GO:0005524	Glyma.02G302800
GO:0003777	Glyma.02G302800
GO:0005871	Glyma.02G302800
GO:0006096	Glyma.02G303000
GO:0004332	Glyma.02G303000
GO:0055114	Glyma.02G303400
GO:0016627	Glyma.02G303400
GO:0016021	Glyma.02G303400
GO:0006784	Glyma.02G303400
GO:0003676	Glyma.02G303600
GO:0006355	Glyma.02G303800
GO:0003700	Glyma.02G303800
GO:0005515	Glyma.02G304000
GO:0047262	Glyma.02G304051
GO:0006096	Glyma.02G304200
GO:0004634	Glyma.02G304200
GO:0000287	Glyma.02G304200
GO:0000015	Glyma.02G304200
GO:0006275	Glyma.02G304300
GO:0003677	Glyma.02G304300
GO:0030337	Glyma.02G304300
GO:0016779	Glyma.02G304500
GO:0009058	Glyma.02G304500
GO:0055114	Glyma.02G304700
GO:0050897	Glyma.02G304700
GO:0016636	Glyma.02G304700
GO:0010024	Glyma.02G304700
GO:0005515	Glyma.02G304900
GO:0005515	Glyma.02G305100
GO:0016020	Glyma.02G305400
GO:0009765	Glyma.02G305400
GO:0051082	Glyma.02G305600
GO:0006950	Glyma.02G305600
GO:0006457	Glyma.02G305600
GO:0005524	Glyma.02G305600
GO:0007165	Glyma.02G305900
GO:0000155	Glyma.02G305900
GO:0000160	Glyma.02G305900
GO:0043565	Glyma.02G306300
GO:0006355	Glyma.02G306300
GO:0003700	Glyma.02G306300
GO:0006468	Glyma.02G306500
GO:0005524	Glyma.02G306500
GO:0004672	Glyma.02G306500
GO:0005515	Glyma.02G306600
GO:0003676	Glyma.02G306700
GO:0016021	Glyma.02G306800
GO:0005975	Glyma.02G307000
GO:0004650	Glyma.02G307000
GO:0006412	Glyma.02G307100
GO:0005840	Glyma.02G307100
GO:0005622	Glyma.02G307100
GO:0003735	Glyma.02G307100
GO:0005515	Glyma.02G307200
GO:0005737	Glyma.02G307600
GO:0005094	Glyma.02G307600
GO:0005515	Glyma.02G307900
GO:0016021	Glyma.02G308100
GO:0006810	Glyma.02G308100
GO:0045039	Glyma.02G308400
GO:0016747	Glyma.02G308500
GO:0008152	Glyma.02G308500
GO:0005515	Glyma.02G308800
GO:0046872	Glyma.02G309100
GO:0042393	Glyma.02G309100
GO:0016021	Glyma.02G309400
GO:0016020	Glyma.02G309500
GO:0009765	Glyma.02G309500
GO:0008080	Glyma.02G309600
GO:0016758	Glyma.02G309800
GO:0008152	Glyma.02G309800
GO:0009058	Glyma.02G309900
GO:0003824	Glyma.02G309900
GO:0008270	Glyma.02G310000
GO:0016758	Glyma.02G310201
GO:0008152	Glyma.02G310201
GO:0006468	Glyma.02G310400
GO:0005524	Glyma.02G310400
GO:0004672	Glyma.02G310400
GO:0055085	Glyma.02G310800
GO:0016020	Glyma.02G310800
GO:0015297	Glyma.02G310800
GO:0015238	Glyma.02G310800
GO:0006855	Glyma.02G310800
GO:0016020	Glyma.02G310900
GO:0008158	Glyma.02G310900
GO:0005515	Glyma.02G311000
GO:0006468	Glyma.02G311200
GO:0004672	Glyma.02G311200
GO:0005509	Glyma.02G311333
GO:0055085	Glyma.02G311700
GO:0016021	Glyma.02G311700
GO:0022857	Glyma.02G311700
GO:0006468	Glyma.02G311800
GO:0004672	Glyma.02G311800
GO:0055085	Glyma.02G312000
GO:0016021	Glyma.02G312000
GO:0008643	Glyma.02G312000
GO:0005351	Glyma.02G312000
GO:0000139	Glyma.02G312000
GO:0032012	Glyma.02G312200
GO:0005086	Glyma.02G312200
GO:0008270	Glyma.02G312300
GO:0006355	Glyma.02G312300
GO:0055114	Glyma.03G000600
GO:0009396	Glyma.03G000600
GO:0004488	Glyma.03G000600
GO:0003824	Glyma.03G000600
GO:0016818	Glyma.03G001200
GO:0005634	Glyma.03G001200
GO:0005524	Glyma.03G001200
GO:0003723	Glyma.03G001200
GO:0003676	Glyma.03G001200
GO:0003993	Glyma.03G001500
GO:0003993	Glyma.03G001600
GO:0045454	Glyma.03G001800
GO:0015035	Glyma.03G001800
GO:0006662	Glyma.03G001800
GO:0006367	Glyma.03G001900
GO:0005634	Glyma.03G001900
GO:0005975	Glyma.03G002100
GO:0004553	Glyma.03G002100
GO:0006468	Glyma.03G002200
GO:0005524	Glyma.03G002200
GO:0004672	Glyma.03G002200
GO:0043565	Glyma.03G002300
GO:0006355	Glyma.03G002300
GO:0003700	Glyma.03G002300
GO:0003676	Glyma.03G002400
GO:0031369	Glyma.03G002400
GO:0006413	Glyma.03G002400
GO:0005852	Glyma.03G002400
GO:0003743	Glyma.03G002400
GO:0003723	Glyma.03G002400
GO:0048544	Glyma.03G002700
GO:0006468	Glyma.03G002700
GO:0005524	Glyma.03G002700
GO:0004672	Glyma.03G002700
GO:0048544	Glyma.03G002900
GO:0006468	Glyma.03G002900
GO:0005524	Glyma.03G002900
GO:0004672	Glyma.03G002900
GO:0048544	Glyma.03G003000
GO:0006468	Glyma.03G003000
GO:0005524	Glyma.03G003000
GO:0004672	Glyma.03G003000
GO:0048544	Glyma.03G003100
GO:0006468	Glyma.03G003100
GO:0005524	Glyma.03G003100
GO:0004672	Glyma.03G003100
GO:0048544	Glyma.03G003300
GO:0006468	Glyma.03G003300
GO:0005524	Glyma.03G003300
GO:0004672	Glyma.03G003300
GO:0043565	Glyma.03G003400
GO:0006355	Glyma.03G003400
GO:0003700	Glyma.03G003400
GO:0005525	Glyma.03G003600
GO:0046556	Glyma.03G003900
GO:0046373	Glyma.03G003900
GO:0046556	Glyma.03G004000
GO:0046373	Glyma.03G004000
GO:0005515	Glyma.03G004400
GO:0055085	Glyma.03G005200
GO:0016020	Glyma.03G005200
GO:0015297	Glyma.03G005200
GO:0015238	Glyma.03G005200
GO:0006855	Glyma.03G005200
GO:0055085	Glyma.03G005300
GO:0016020	Glyma.03G005300
GO:0015297	Glyma.03G005300
GO:0015238	Glyma.03G005300
GO:0006855	Glyma.03G005300
GO:0055085	Glyma.03G005400
GO:0016020	Glyma.03G005400
GO:0015297	Glyma.03G005400
GO:0015238	Glyma.03G005400
GO:0006855	Glyma.03G005400
GO:0055085	Glyma.03G005501
GO:0016020	Glyma.03G005501
GO:0015297	Glyma.03G005501
GO:0015238	Glyma.03G005501
GO:0006855	Glyma.03G005501
GO:0055085	Glyma.03G005600
GO:0016020	Glyma.03G005600
GO:0015297	Glyma.03G005600
GO:0015238	Glyma.03G005600
GO:0006855	Glyma.03G005600
GO:0009098	Glyma.03G005700
GO:0003852	Glyma.03G005700
GO:0003824	Glyma.03G005700
GO:0055085	Glyma.03G005800
GO:0016020	Glyma.03G005800
GO:0015297	Glyma.03G005800
GO:0015238	Glyma.03G005800
GO:0006855	Glyma.03G005800
GO:0051087	Glyma.03G005900
GO:0042803	Glyma.03G005900
GO:0006457	Glyma.03G005900
GO:0000774	Glyma.03G005900
GO:0005096	Glyma.03G006000
GO:0016788	Glyma.03G006200
GO:0016021	Glyma.03G006300
GO:0004190	Glyma.03G006300
GO:0055114	Glyma.03G006900
GO:0016491	Glyma.03G006900
GO:0008270	Glyma.03G007200
GO:0016226	Glyma.03G007300
GO:0008199	Glyma.03G007300
GO:0003677	Glyma.03G007600
GO:0055114	Glyma.03G007700
GO:0020037	Glyma.03G007700
GO:0006979	Glyma.03G007700
GO:0004601	Glyma.03G007700
GO:0055114	Glyma.03G007800
GO:0020037	Glyma.03G007800
GO:0006979	Glyma.03G007800
GO:0004601	Glyma.03G007800
GO:0006355	Glyma.03G007950
GO:0003677	Glyma.03G007950
GO:0055114	Glyma.03G008100
GO:0020037	Glyma.03G008100
GO:0016705	Glyma.03G008100
GO:0005506	Glyma.03G008100
GO:0055085	Glyma.03G008200
GO:0016021	Glyma.03G008200
GO:0016746	Glyma.03G008300
GO:0008152	Glyma.03G008300
GO:0006415	Glyma.03G008400
GO:0003747	Glyma.03G008400
GO:0016149	Glyma.03G008400
GO:0005737	Glyma.03G008400
GO:0006511	Glyma.03G008500
GO:0016021	Glyma.03G008600
GO:0004190	Glyma.03G008600
GO:0016567	Glyma.03G008800
GO:0004842	Glyma.03G008800
GO:0006468	Glyma.03G008800
GO:0005524	Glyma.03G008800
GO:0004672	Glyma.03G008800
GO:0016592	Glyma.03G009200
GO:0006357	Glyma.03G009200
GO:0001104	Glyma.03G009200
GO:0005515	Glyma.03G009400
GO:0055114	Glyma.03G009600
GO:0016491	Glyma.03G009600
GO:0016042	Glyma.03G009700
GO:0006629	Glyma.03G009700
GO:0047617	Glyma.03G009800
GO:0006637	Glyma.03G009800
GO:0005515	Glyma.03G009900
GO:0008270	Glyma.03G010700
GO:0006468	Glyma.03G011000
GO:0004672	Glyma.03G011000
GO:0006412	Glyma.03G011366
GO:0005840	Glyma.03G011366
GO:0003735	Glyma.03G011366
GO:0015934	Glyma.03G011366
GO:0030976	Glyma.03G011400
GO:0005515	Glyma.03G011800
GO:0005515	Glyma.03G012000
GO:0005515	Glyma.03G012200
GO:0005515	Glyma.03G012600
GO:0005524	Glyma.03G013000
GO:0003676	Glyma.03G013000
GO:0005524	Glyma.03G013200
GO:0003676	Glyma.03G013200
GO:0005089	Glyma.03G013500
GO:0006396	Glyma.03G013550
GO:0004000	Glyma.03G013550
GO:0003723	Glyma.03G013550
GO:0006396	Glyma.03G013600
GO:0004000	Glyma.03G013600
GO:0003723	Glyma.03G013600
GO:0008270	Glyma.03G013900
GO:0006813	Glyma.03G014000
GO:0055085	Glyma.03G014000
GO:0016021	Glyma.03G014000
GO:0015299	Glyma.03G014000
GO:0006812	Glyma.03G014000
GO:0016491	Glyma.03G014300
GO:0008152	Glyma.03G014300
GO:0016491	Glyma.03G014400
GO:0008152	Glyma.03G014400
GO:0055114	Glyma.03G014600
GO:0004471	Glyma.03G014600
GO:0051287	Glyma.03G014600
GO:0016787	Glyma.03G014732
